提拉	ti~la
你接号	ni~jie~hao
你叫吧	ni~jiao~ba
你脊髓	ni~ji~sui
你会水	ni~hui~shui
你会来的早	ni~hui~lai~de~zao
你回去	ni~hui~qu
你还差	ni~huan~cha
你哈	ni~ha
你给她	ni~gei~ta
你放手	ni~fang~shou
你都不陪我	ni~du~bu~pei~wo
你等我一下	ni~deng~wo~yi~xia
你等会儿	ni~deng~hui~er
你的精彩	ni~de~jing~cai
你得	ni~de
你大寰	ni~da~huan
你初步饭	ni~chu~bu~fan
你吃的	ni~chi~de
你不需要	ni~bu~xu~yao
你不很	ni~bu~hen
你把人	ni~ba~ren
拟人化	ni~ren~hua
尼兹利	ni~zi~li
尼古拉斯	ni~gu~la~si
能了解	neng~le~jie
能解	neng~jie
能见	neng~jian
能啊体能	neng~a~ti~neng
闹元宵	nao~yuan~xiao
难易	nan~yi
难受死了	nan~shou~si~le
难过了	nan~guo~le
南锣鼓巷	nan~luo~gu~xiang
男男女女	nan~nan~nv~nv
纳闷	na~men
那也是	na~ye~shi
那女	na~nv
那你去	na~ni~qu
那你你	na~ni~ni
那没事	na~mei~shi
那么些	na~yao~xie
那几天	na~ji~tian
哪里啊	na~li~a
哪给	na~gei
哪个群	na~ge~qun
拿搞过去	na~gao~guo~qu
墨线	mo~xian
莫玄羽	mo~xuan~yu
抹杀	mo~sha
铭文	ming~wen
名字吗	ming~zi~ma
名前	ming~qian
面打包	mian~da~bao
面板	mian~ban
棉席	mian~xi
棉花糖机	mian~hua~tang~ji
迷上	mi~shang
迷迷糊糊	mi~mi~hu~hu
弥陀	mi~tuo
梦幻般	meng~huan~ban
门面	men~mian
门口了	men~kou~le
门缝	men~feng
妹妹的	mei~mei~de
镁砖	mei~zhuan
美琴	mei~qin
美满	mei~man
每俺	mei~an
眉梢	mei~shao
玫瑰色	mei~gui~se
玫瑰花	mei~gui~hua
没中	mei~zhong
没有么	mei~you~yao
没有敌人	mei~you~di~ren
没有办法啊	mei~you~ban~fa~a
没信	mei~xin
没事吧你	mei~shi~ba~ni
没上	mei~shang
没脸	mei~lian
没课	mei~ke
没背呢	mei~bei~ni
么了	yao~le
么出去	yao~chu~qu
么车	yao~che
帽子戏法	mao~zi~xi~fa
毛淑华	mao~shu~hua
猫鞋	mao~xie
忙不喔	mang~bu~o
慢慢玩	man~man~wan
慢了	man~le
满意了	man~yi~le
满清	man~qing
满额	man~e
迈出	mai~chu
买着	mai~zhao
买烟	mai~yan
买完	mai~wan
买好了吗	mai~hao~le~ma
买包	mai~bao
马犬	ma~quan
马金兰	ma~jin~lan
马虎	ma~hu
麻利	ma~li
妈妈说	ma~ma~shuo
绿园区	lv~yuan~qu
乱葬岗	luan~zang~gang
搂草机	lou~cao~ji
楼号	lou~hao
楼房	lou~fang
六天	liu~tian
六顺	liu~shun
流转	liu~zhuan
流沙	liu~sha
流露	liu~lu
流行于	liu~xing~yu
留下来	liu~xia~lai
刘小燕	liu~xiao~yan
刘锡	liu~xi
刘东	liu~dong
令红	ling~hong
领子	ling~zi
领	ling
零售价	ling~shou~jia
临时工	lin~shi~gong
邻里	lin~li
聊完	liao~wan
亮片	liang~pian
亮晶晶	liang~jing~jing
两用	liang~yong
两蓝	liang~lan
两块钱	liang~kuai~qian
两姐妹	liang~jie~mei
两个女生	liang~ge~nv~sheng
两层	liang~ceng
凉亭	liang~ting
联系电话	lian~xi~dian~hua
莲花坞	lian~hua~wu
连夜	lian~ye
连级	lian~ji
利欧	li~ou
丽飞	li~fei
立方米	li~fang~mi
理论家	li~lun~jia
李明月	li~ming~yue
李建华	li~jian~hua
李嘉怡	li~jia~yi
礼花	li~hua
厘米秀	li~mi~xiu
了如指掌	le~ru~zhi~zhang
了课	le~ke
了饭	le~fan
乐观	le~guan
姥娘	mu~niang
老同学	lao~tong~xue
老天	lao~tian
老实的	lao~shi~de
老店	lao~dian
捞我	lao~wo
郎中	lang~zhong
懒惰	lan~duo
蓝牙耳机	lan~ya~er~ji
蓝曦臣	lan~xi~chen
蓝氏双璧	lan~shi~shuang~bi
兰考	lan~kao
来源于	lai~yuan~yu
来意	lai~yi
来年	lai~nian
来客人	lai~ke~ren
蜡笔	la~bi
腊汁	la~zhi
腊月二十九	la~yue~er~shi~jiu
啦啦队员	la~la~dui~yuan
拉一个人	la~yi~ge~ren
拉夏贝尔	la~xia~bei~er
拉她	la~ta
拉面	la~mian
拉开	la~kai
拉锯	la~ju
拉杆箱	la~gan~xiang
捆绑	kun~bang
宽松规定	kuan~song~gui~ding
快影	kuai~ying
快四点	kuai~si~dian
快门	kuai~men
快没电	kuai~mei~dian
快乐人生	kuai~le~ren~sheng
快更	kuai~geng
快给我	kuai~gei~wo
跨包	kua~bao
酷跑	ku~pao
口是	kou~shi
孔跟	kong~gen
空庭	kong~ting
空气刘海	kong~qi~liu~hai
空姐	kong~jie
啃个	ken~ge
肯德	ken~de
刻有	ke~you
刻苦	ke~ku
克拉斯	ke~la~si
可用	ke~yong
可以吧	ke~yi~ba
可惜了	ke~xi~le
可我也不行	ke~wo~ye~bu~xing
可好吃了	ke~hao~chi~le
咳	ke
科二	ke~er
考场	kao~chang
看一步	kan~yi~bu
看您	kan~nin
看看了	kan~kan~le
看家	kan~jia
开宇	kai~yu
开心果	kai~xin~guo
开森	kai~sen
开启	kai~qi
卡玛	qia~ma
俊美	jun~mei
军婚	jun~hun
就这样	jiu~zhe~yang
就你会说	jiu~ni~hui~shuo
就不敢去	jiu~bu~gan~qu
酒酿小丸子	jiu~niang~xiao~wan~zi
酒红色	jiu~hong~se
九瓣莲	jiu~ban~lian
纠缠	jiu~chan
景天	jing~tian
景德镇	jing~de~zhen
景	jing
颈椎	jing~zhui
颈链	jing~lian
劲暴	jing~bao
进屋	jin~wu
金泫雅	jin~xuan~ya
金属矿	jin~shu~kuang
金属材料	jin~shu~cai~liao
金鸡奖	jin~ji~jiang
金丹	jin~dan
今生	jin~sheng
借酒	jie~jiu
解扣器	jie~kou~qi
解	jie
姐来	jie~lai
截好	jie~hao
结婚了	jie~hun~le
街头篮球	jie~tou~lan~qiu
街上的	jie~shang~de
接住	jie~zhu
接受不了	jie~shou~bu~le
接孩子	jie~hai~zi
接咯你	jie~ge~ni
教字亚	jiao~zi~ya
教练员	jiao~lian~yuan
教课	jiao~ke
较量	jiao~liang
焦灼	jiao~zhuo
交朋友	jiao~peng~you
交警	jiao~jing
交的	jiao~de
讲讲	jiang~jiang
讲多了	jiang~duo~le
将食物	jiang~shi~wu
将其	jiang~qi
将流浪	jiang~liu~lang
江厌离	jiang~yan~li
江山	jiang~shan
江枫眠	jiang~feng~mian
江迟	jiang~chi
剑身有篆字	jian~shen~you~zhuan~zi
贱	jian
见面了	jian~mian~le
见到我	jian~dao~wo
见	jian
剪力墙	jian~li~qiang
减号	jian~hao
捡起来	jian~qi~lai
艰巨	jian~ju
间接任意球	jian~jie~ren~yi~qiu
贾玲	jia~ling
家长里短	jia~chang~li~duan
家辉	jia~hui
家风	jia~feng
加湿器	jia~shi~qi
加上唔没	jia~shang~wu~mei
加持	jia~chi
加百利	jia~bai~li
技巧文章	ji~qiao~wen~zhang
几套	ji~tao
几枪	ji~qiang
几口	ji~kou
几段	ji~duan
几班	ji~ban
急躁	ji~zao
极了	ji~le
激将	ji~jiang
激动人心	ji~dong~ren~xin
基数变序数	ji~shu~bian~xu~shu
基尔	ji~er
积德行	ji~de~xing
鸡排	ji~pai
鸡米花	ji~mi~hua
伙	huo
火候	huo~hou
活塞	huo~sai
活动性依法	huo~dong~xing~yi~fa
婚期	hun~qi
慧莹	hui~ying
会员卡	hui~yuan~qia
会有人	hui~you~ren
会是个	hui~shi~ge
会骂	hui~ma
会计师	hui~ji~shi
会读	hui~du
蛔虫	hui~chong
回想	hui~xiang
回话啊	hui~hua~a
回合	hui~he
恢复并保持	hui~fu~bing~bao~chi
挥手	hui~shou
潢川	huang~chuan
欢	huan
画质	hua~zhi
化去	hua~qu
华斯	hua~si
华容道	hua~rong~dao
花钱吗	hua~qian~ma
花花卡	hua~hua~qia
花海	hua~hai
湖南卫视	hu~nan~wei~shi
葫芦丝	hu~lu~si
胡艳喜	hu~yan~xi
狐妖小	hu~yao~xiao
忽悠我	hu~you~wo
后在	hou~zai
后羿射日	hou~yi~she~ri
后视镜	hou~shi~jing
后宫	hou~gong
侯钢	hou~gang
哄睡着	hong~shui~zhao
哄骗	hong~pian
虹膜	hong~mo
红人	hong~ren
红跟	hong~gen
红岗	hong~gang
红都	hong~du
烘箱	hong~xiang
横着	heng~zhao
狠心	hen~xin
很烦	hen~fan
很不好	hen~bu~hao
黑眼圈	hei~yan~quan
黑血块	hei~xie~kuai
黑糖水	hei~tang~shui
黑豆	hei~dou
鹤鸣燕宇	he~ming~yan~yu
赫舍里	he~she~li
河东东	he~dong~dong
和一个痩包	he~yi~ge~shou~bao
和气	he~qi
和你说话	he~ni~shuo~hua
和你借点书	he~ni~jie~dian~shu
何开锦	he~kai~jin
合作医疗	he~zuo~yi~liao
喝多	he~duo
喝饱水	he~bao~shui
号夷陵老祖	hao~yi~ling~lao~zu
号码了	hao~ma~le
号含光君	hao~han~guang~jun
好哟	hao~yo
好受点	hao~shou~dian
好事情	hao~shi~qing
好怕	hao~pa
好妈妈	hao~ma~ma
好亏	hao~yu
好看视频	hao~kan~shi~pin
好觉	hao~jue
好几种	hao~ji~zhong
好烦呀	hao~fan~ya
好恶不同	hao~e~bu~tong
行了行了	xing~le~xing~le
焊接	han~jie
汉蒙	han~meng
汉	han
韓姨	han~yi
韩光	han~guang
韩冰玉	han~bing~yu
害怕你	hai~pa~ni
海棠花	hai~tang~hua
海石湾	hai~shi~wan
海南	hai~nan
海米	hai~mi
海底捞	hai~di~lao
还走	huan~zou
还在么	huan~zai~yao
还预定	huan~yu~ding
还是闲话	huan~shi~xian~hua
还没回去	huan~mei~hui~qu
还没回来	huan~mei~hui~lai
还忙	huan~mang
还可以啦	huan~ke~yi~la
还很臭	huan~hen~chou
还好不	huan~hao~bu
哈姆雷特	ha~mu~lei~te
过寿	guo~shou
过去的	guo~qu~de
过年啦	guo~nian~la
过两头	guo~liang~tou
国字脸	guo~zi~lian
国辉	guo~hui
锅盖	guo~gai
广阳区	guang~yang~qu
光电池	guang~dian~chi
管的	guan~de
观念	guan~nian
关灯了	guan~deng~le
挂着	gua~zhao
挂信	gua~xin
挂件	gua~jian
固原	gu~yuan
古人	gu~ren
古琴	gu~qin
古城堡	gu~cheng~bao
姑奶奶	gu~nai~nai
姑母	gu~mu
咕咕机	gu~gu~ji
够丰盛	gou~feng~sheng
狗男人	gou~nan~ren
钩心斗角	gou~xin~dou~jiao
供血	gong~xie
供电	gong~dian
巩固	gong~gu
宫廷	gong~ting
宫颈	gong~jing
公主抱	gong~zhu~bao
公众号	gong~zhong~hao
工作人员	gong~zuo~ren~yuan
工业园区	gong~ye~yuan~qu
工笔画及	gong~bi~hua~ji
给我看看	gei~wo~kan~kan
个性设计	ge~xing~she~ji
个小时	ge~xiao~shi
个人性	ge~ren~xing
个人股	ge~ren~gu
个个个	ge~ge~ge
隔开	ge~kai
格林头	ge~lin~tou
阁楼男女	ge~lou~nan~nv
搁家	ge~jia
搞耶	gao~ye
糕点	gao~dian
高雅	gao~ya
高新	gao~xin
高淑华	gao~shu~hua
高翘	gao~qiao
高高兴兴	gao~gao~xing~xing
高高的	gao~gao~de
高餐	gao~can
高	gao
港澳通行证	gang~ao~tong~xing~zheng
刚下桌	gang~xia~zhuo
刚去	gang~qu
刚果共和国	gang~guo~gong~he~guo
刚才有事	gang~cai~you~shi
干仗	gan~zhang
干嘛里	gan~ma~li
干呗	gan~bai
感温	gan~wen
感叹号	gan~tan~hao
感受到了	gan~shou~dao~le
感伤	gan~shang
感情了	gan~qing~le
感觉到了	gan~jue~dao~le
感	gan
赶不上了	gan~bu~shang~le
盖的	gai~de
钙片	gai~pian
改用	gai~yong
改不	gai~bu
该怎么	gai~zen~yao
覆灭	fu~mie
腹部	fu~bu
富乐家	fu~le~jia
副词	fu~ci
复兴镇	fu~xing~zhen
复数	fu~shu
复婚	fu~hun
复古影院	fu~gu~ying~yuan
付给	fu~gei
抚摸	fu~mo
福如	fu~ru
福	fu
俘虏	fu~lu
服装厂	fu~zhuang~chang
服拉	fu~la
佛说	fo~shuo
佛山	fo~shan
冯欣怡	feng~xin~yi
峰会	feng~hui
枫叶	feng~ye
风钟	feng~zhong
风邪盘	feng~xie~pan
风情	feng~qing
氛围	fen~wei
分钟吧	fen~zhong~ba
分享晒收益	fen~xiang~shai~shou~yi
分离	fen~li
分成	fen~cheng
废话不多少	fei~hua~bu~duo~shao
诽	fei
非谓语	fei~wei~yu
飞虎	fei~hu
放炮	fang~pao
放空	fang~kong
放个	fang~ge
仿真花	fang~zhen~hua
房地产	fang~di~chan
防晒	fang~shai
防潮板湖北	fang~chao~ban~hu~bei
饭的	fan~de
饭菜	fan~cai
反向一个晓	fan~xiang~yi~ge~xiao
反感	fan~gan
烦我	fan~wo
翻书	fan~shu
帆风	fan~feng
砝码	fa~ma
法美甲	fa~mei~jia
法宝	fa~bao
发往	fa~wang
发脾气	fa~pi~qi
发个信息	fa~ge~xin~xi
发个货	fa~ge~huo
发达	fa~da
二院	er~yuan
二医院	er~yi~yuan
二十一	er~shi~yi
二八	er~ba
恩祺	en~qi
额外	e~wai
鹅卵石	e~luan~shi
俄罗斯籍	e~luo~si~ji
朵拉	duo~la
夺走	duo~zou
夺舍	duo~she
多远	duo~yuan
多了解	duo~le~jie
多讲	duo~jiang
多个	duo~ge
多多益善	duo~duo~yi~shan
顿时	dun~shi
对人	dui~ren
对了你们先	dui~le~ni~men~xian
对岸	dui~an
队长	dui~chang
断线	duan~xian
断定	duan~ding
短期	duan~qi
渡我不渡她	du~wo~bu~du~ta
妒富愧贫	du~fu~kui~pin
独特	du~te
痘痘消	dou~dou~xiao
豆子	dou~zi
斗气阁	dou~qi~ge
抖腿	dou~tui
都设	du~she
都可以参加	du~ke~yi~can~jia
都坏	du~huai
都不可	du~bu~ke
洞穴	dong~xue
动名词	dong~ming~ci
动静了	dong~jing~le
东直门店	dong~zhi~men~dian
东西往	dong~xi~wang
东外环	dong~wai~huan
东穆	dong~mu
东河洼	dong~he~wa
定语	ding~yu
定兴县	ding~xing~xian
定时器	ding~shi~qi
订书	ding~shu
顶级	ding~ji
叮叮	ding~ding
丁老师	ding~lao~shi
屌	diao
惦记这	dian~ji~zhe
电针	dian~zhen
电筒	dian~tong
电话给	dian~hua~gei
电焊	dian~han
典伟	dian~wei
嗲嗲	dia~dia
第一口	di~yi~kou
第五人格	di~wu~ren~ge
第十集	di~shi~ji
第二口	di~er~kou
帝王蟹	di~wang~xie
帝王	di~wang
地政	di~zheng
地震管理	di~zhen~guan~li
地铁站	di~tie~zhan
地埋	di~mai
地产股好	di~chan~gu~hao
地啊	di~a
底气	di~qi
底料	di~liao
抵债	di~zhai
迪丽热	di~li~re
低烧	di~shao
等着吃	deng~zhao~chi
等我回家	deng~wo~hui~jia
等你回来	deng~ni~hui~lai
的作用	de~zuo~yong
的意思是	de~yi~si~shi
的位置	de~wei~zhi
的蛙	de~wa
的吧	de~ba
德萨	de~sa
得团	de~tuan
得你们自己	de~ni~men~zi~ji
到西宁	dao~xi~ning
到时候再说	dao~shi~hou~zai~shuo
荡漾	dang~yang
当中	dang~zhong
当然有了	dang~ran~you~le
当年	dang~nian
淡了	dan~le
单身汉	dan~shen~han
单身狗	dan~shen~gou
单了	dan~le
戴胸垫	dai~xiong~dian
戴拿	dai~na
待魏无羡	dai~wei~wu~xian
待两天	dai~liang~tian
待过	dai~guo
带回云梦	dai~hui~yun~meng
带翻译	dai~fan~yi
代餐饼	dai~can~bing
大围剿	da~wei~jiao
大京小怪	da~jing~xiao~guai
大妗子	da~jin~zi
大黄米	da~huang~mi
大好天	da~hao~tian
大额	da~e
打字机	da~zi~ji
打招呼	da~zhao~hu
打结束了	da~jie~shu~le
打电话给我	da~dian~hua~gei~wo
搭档	da~dang
错别字	cuo~bie~zi
摧毁	cui~hui
崔沐帆	cui~mu~fan
崔昊初	cui~hao~chu
从哪	cong~na
从句	cong~ju
此处	ci~chu
唇部	chun~bu
纯音乐	chun~yin~le
春城	chun~cheng
吹吹	chui~chui
传闻	chuan~wen
穿少	chuan~shao
穿多大	chuan~duo~da
穿穿	chuan~chuan
储量	chu~liang
初中的	chu~zhong~de
初校门	chu~xiao~men
初五	chu~wu
初四	chu~si
出入境	chu~ru~jing
出去了	chu~qu~le
抽离	chou~li
冲加个	chong~jia~ge
冲服	chong~fu
翅脉	chi~mai
痴情	chi~qing
吃你	chi~ni
吃胶原蛋白	chi~xiao~yuan~dan~bai
吃过	chi~guo
吃饱饭	chi~bao~fan
程序化	cheng~xu~hua
承沽	cheng~gu
晨钟	chen~zhong
陈贤良	chen~xian~liang
陈思名	chen~si~ming
撤销	che~xiao
车轮跳	che~lun~tiao
炒面号	chao~mian~hao
潮流	chao~liu
超模	chao~mo
超级烦	chao~ji~fan
超班	chao~ban
敞亮	chang~liang
厂门口	chang~men~kou
肠胃炎	chang~wei~yan
颤抖吧阿部	zhan~dou~ba~a~bu
婵娟	chan~juan
差不多吧	cha~bu~duo~ba
差不对	cha~bu~dui
查找	cha~zhao
查话费	cha~hua~fei
茶几	cha~ji
插座	cha~zuo
曾在	ceng~zai
层	ceng
草你	cao~ni
藏色散人	cang~se~san~ren
参天	can~tian
参加者	can~jia~zhe
踩踏	cai~ta
彩妆	cai~zhuang
彩棉	cai~mian
财税	cai~shui
才放	cai~fang
才不	cai~bu
猜到	cai~dao
猜成语	cai~cheng~yu
部门	bu~men
步调	bu~diao
步步高	bu~bu~gao
不走心	bu~zou~xin
不知嗯	bu~zhi~嗯
不知笔道	bu~zhi~bi~dao
不挣	bu~zheng
不正式	bu~zheng~shi
不再是	bu~zai~shi
不咋地	bu~zha~di
不议价	bu~yi~jia
不痒	bu~yang
不下咋呼啦	bu~xia~zha~hu~la
不无聊了	bu~wu~liao~le
不我	bu~wo
不偷着吃	bu~tou~zhao~chi
不撒	bu~sa
不去做	bu~qu~zuo
不去了吗	bu~qu~le~ma
不情愿	bu~qing~yuan
不平	bu~ping
不骗人	bu~pian~ren
不皮	bu~pi
不能用	bu~neng~yong
不忙	bu~mang
不骂	bu~ma
不来上	bu~lai~shang
不辣	bu~la
不仅仅	bu~jin~jin
不讲	bu~jiang
不会不会	bu~hui~bu~hui
不画	bu~hua
不和你	bu~he~ni
不和给	bu~he~gei
不光	bu~guang
不跟你聊了	bu~gen~ni~liao~le
不干渴	bu~gan~ke
不敢说话	bu~gan~shuo~hua
不敢见	bu~gan~jian
不多时	bu~duo~shi
不得已	bu~de~yi
不待了	bu~dai~le
不充	bu~chong
不把	bu~ba
补品	bu~pin
补课了	bu~ke~le
冰霜	bing~shuang
宾补	bin~bu
别嫌弃	bie~xian~qi
表明	biao~ming
变抽	bian~chou
边玩边赚钱	bian~wan~bian~zhuan~qian
避尘	bi~chen
壁挂炉	bi~gua~lu
碧云	bi~yun
毕业季	bi~ye~ji
毕家	bi~jia
比如县	bi~ru~xian
比目鱼	bi~mu~yu
本来就	ben~lai~jiu
本科	ben~ke
本店	ben~dian
被仙门	bei~xian~men
被天敌	bei~tian~di
被套	bei~tao
被迫	bei~po
被江澄之父	bei~jiang~cheng~zhi~fu
倍速	bei~su
背带群	bei~dai~qun
备注下	bei~zhu~xia
贝里	bei~li
北庄	bei~zhuang
悲愤	bei~fen
卑贱	bei~jian
爆满	bao~man
爆辣	bao~la
爆哭按	bao~ku~an
爆打	bao~da
暴瘦	bao~shou
鲍鱼	bao~yu
抱团	bao~tuan
报喜	bao~xi
报	bao
保重	bao~zhong
绑有	bang~you
绑	bang
帮我踩空间	bang~wo~cai~kong~jian
扮演者	ban~yan~zhe
半点	ban~dian
板面	ban~mian
板蓝	ban~lan
班吗	ban~ma
班车吗	ban~che~ma
败类	bai~lei
佰草集	bai~cao~ji
百货商店	bai~huo~shang~dian
百分九	bai~fen~jiu
百尺	bai~chi
百草味	bai~cao~wei
白滔滔	bai~tao~tao
白底	bai~di
掰了	bai~le
灞桥	ba~qiao
把我删了	ba~wo~shan~le
把关	ba~guan
把吃鸡	ba~chi~ji
拔掉	ba~diao
巴人	ba~ren
巴布豆	ba~bu~dou
巴布	ba~bu
巴不得	ba~bu~de
八仙	ba~xian
八强	ba~qiang
澳门	ao~men
按理	an~li
按道理来说	an~dao~li~lai~shuo
安纳	an~na
爱憎	ai~zeng
哎呀哎呀	ai~ya~ai~ya
啊嘛	a~ma
阿来	a~lai
阿克苏	a~ke~su
阿珂	a~ke
做化学题	zuo~hua~xue~ti
作死	zuo~si
作品集	zuo~pin~ji
左眼睛个	zuo~yan~jing~ge
醉仙	zui~xian
最强男神	zui~qiang~nan~shen
最牛逼	zui~niu~bi
最丑	zui~chou
组队	zu~dui
组成	zu~cheng
足疗店	zu~liao~dian
走的	zou~de
总感觉	zong~gan~jue
综合症	zong~he~zheng
自在	zi~zai
自恋了	zi~lian~le
自己切的	zi~ji~qie~de
自	zi
紫毫	zi~hao
紫菜	zi~cai
梓药	zi~yao
子乔	zi~qiao
滋润	zi~run
撞了南墙	zhuang~le~nan~qiang
装装	zhuang~zhuang
赚钱了	zhuan~qian~le
转院	zhuan~yuan
专职	zhuan~zhi
抓抓	zhua~zhua
注意安全啊	zhu~yi~an~quan~a
周边	zhou~bian
重岩叠嶂	zhong~yan~die~zhang
重开	zhong~kai
种	zhong
钟楼	zhong~lou
钟老师	zhong~lao~shi
中医	zhong~yi
中队	zhong~dui
智学网	zhi~xue~wang
治牙	zhi~ya
质数	zhi~shu
志在千里	zhi~zai~qian~li
志气画完	zhi~qi~hua~wan
志贺	zhi~he
趾骨	zhi~gu
指责	zhi~ze
植物大战	zhi~wu~da~zhan
值了	zhi~le
直接任意球	zhi~jie~ren~yi~qiu
直	zhi
执子之手	zhi~zi~zhi~shou
织了	zhi~le
知觉	zhi~jue
之心	zhi~xin
之恋	zhi~lian
郑晓宁	zheng~xiao~ning
证件照	zheng~jian~zhao
证件	zheng~jian
正阳	zheng~yang
整了	zheng~le
征召	zheng~zhao
枕木	zhen~mu
真心诚意	zhen~xin~cheng~yi
真头子	zhen~tou~zi
真累	zhen~lei
真扣	zhen~kou
真的好累	zhen~de~hao~lei
真大方	zhen~da~fang
真大	zhen~da
侦破还	zhen~po~huan
着急用	zhao~ji~yong
这也算是	zhe~ye~suan~shi
这样啊	zhe~yang~a
这我知道	zhe~wo~zhi~dao
这我	zhe~wo
这天	zhe~tian
这首歌	zhe~shou~ge
这件	zhe~jian
这几步	zhe~ji~bu
这个我	zhe~ge~wo
这个是你	zhe~ge~shi~ni
这个视频	zhe~ge~shi~pin
这个号	zhe~ge~hao
这个词	zhe~ge~ci
这都是	zhe~du~shi
这道题	zhe~dao~ti
这才识	zhe~cai~shi
者	zhe
哲包	zhe~bao
照顾好	zhao~gu~hao
赵艳	zhao~yan
赵祥宇	zhao~xiang~yu
赵文博	zhao~wen~bo
赵店	zhao~dian
找找吧	zhao~zhao~ba
找机会	zhao~ji~hui
找不	zhao~bu
爪子	zhua~zi
障碍	zhang~ai
涨钱	zhang~qian
长远	chang~yuan
长袖	chang~xiu
长江三峡	chang~jiang~san~xia
长宏	chang~hong
长短	chang~duan
长白	chang~bai
张纸	zhang~zhi
张振彤	zhang~zhen~tong
张雨菲	zhang~yu~fei
张莹莹	zhang~ying~ying
张婷	zhang~ting
张老师	zhang~lao~shi
张凯	zhang~kai
张家界诶	zhang~jia~jie~ai
张桂好	zhang~gui~hao
张博文	zhang~bo~wen
站岗	zhan~gang
战力	zhan~li
粘衣	nian~yi
粘钩	nian~gou
窄了	zhai~le
扎眼	zha~yan
怎呒收	zen~fu~shou
怎么加	zen~yao~jia
怎么回复	zen~yao~hui~fu
怎么感觉	zen~yao~gan~jue
泽明	ze~ming
责骂	ze~ma
造句	zao~ju
早上去	zao~shang~qu
糟蹋了	zao~ta~le
遭践自己	zao~jian~zi~ji
脏腑	zang~fu
攒钱	zan~qian
咱班	zan~ban
在在	zai~zai
在团	zai~tuan
在身	zai~shen
在你们	zai~ni~men
在哪里了	zai~na~li~le
在街	zai~jie
再也嗯	zai~ye~嗯
再说了	zai~shuo~le
再说吧	zai~shuo~ba
再见了	zai~jian~le
再给你	zai~gei~ni
再不了	zai~bu~le
咋样了	zha~yang~le
咋拉	zha~la
咋回家	zha~hui~jia
咋不想你	zha~bu~xiang~ni
咋不说高额	zha~bu~shuo~gao~e
孕妇保健	yun~fu~bao~jian
云亮	yun~liang
晕不晕	yun~bu~yun
越到	yue~dao
月里	yue~li
月光	yue~guang
愿我	yuan~wo
袁梦琪	yuan~meng~qi
御姐归来	yu~jie~gui~lai
玉龙	yu~long
语数英	yu~shu~ying
语数	yu~shu
雨水	yu~shui
雨季呃	yu~ji~e
宇航	yu~hang
与子携老	yu~zi~xie~lao
榆社	yu~she
榆林	yu~lin
鱼龙	yu~long
右手	you~shou
又咋	you~zha
又是她	you~shi~ta
又老了	you~lao~le
又回到了	you~hui~dao~le
又挡	you~dang
又不理我了	you~bu~li~wo~le
又不会死	you~bu~hui~si
又被哄好	you~bei~hong~hao
有一天	you~yi~tian
有一个人	you~yi~ge~ren
有宣传胡	you~xuan~chuan~hu
有无	you~wu
有微信吗	you~wei~xin~ma
有啥意思	you~sha~yi~si
有人吗嗯是	you~ren~ma~嗯~shi
有件事	you~jian~shi
有好运	you~hao~yun
友谊长存	you~yi~chang~cun
由此可见	you~ci~ke~jian
呦呦呦有	you~you~you~you
优乐美	you~le~mei
优干线	you~gan~xian
用以	yong~yi
用心良苦	yong~xin~liang~ku
泳钧	yong~jun
甬城	yong~cheng
应有	ying~you
应	ying
婴幼儿	ying~you~er
隐天壁日	yin~tian~bi~ri
隐瞒	yin~man
殷亚丽	yin~ya~li
义父之名	yi~fu~zhi~ming
以后的事	yi~hou~de~shi
疑难	yi~nan
移出群	yi~chu~qun
一醉	yi~zui
一小时候	yi~xiao~shi~hou
一天了	yi~tian~le
一胎	yi~tai
一收拾	yi~shou~shi
一闪	yi~shan
一起吃饭吧	yi~qi~chi~fan~ba
一品	yi~pin
一抹	yi~mo
一门	yi~men
一枚	yi~mei
一款	yi~kuan
一课一练	yi~ke~yi~lian
一觉	yi~jue
一哈	yi~ha
一二十	yi~er~shi
一二	yi~er
一大家子	yi~da~jia~zi
一打开	yi~da~kai
一百多	yi~bai~duo
液化器	ye~hua~qi
液化	ye~hua
夜色	ye~se
夜罗莉	ye~luo~li
叶飞	ye~fei
也一样	ye~yi~yang
也要去	ye~yao~qu
也能	ye~neng
也就半年多	ye~jiu~ban~nian~duo
也对	ye~dui
也不去了	ye~bu~qu~le
也比	ye~bi
爷们	ye~men
耶耶耶耶耶	ye~ye~ye~ye~ye
要是我	yao~shi~wo
要冒火	yao~mao~huo
要回了	yao~hui~le
要回复	yao~hui~fu
要和我	yao~he~wo
要不我开了	yao~bu~wo~kai~le
邀请我	yao~qing~wo
幺舅	yao~jiu
养着	yang~zhao
杨仪	yang~yi
杨硕	yang~shuo
杨春花	yang~chun~hua
艳阳	yan~yang
演技	yan~ji
眼药	yan~yao
严重吗	yan~zhong~ma
严文静	yan~wen~jing
延长	yan~chang
牙缝	ya~feng
压住	ya~zhu
学习者	xue~xi~zhe
学说	xue~shuo
学妹	xue~mei
学姐	xue~jie
学东西	xue~dong~xi
薛之谦	xue~zhi~qian
炫滋彩	xuan~zi~cai
炫彩	xuan~cai
许小年	xu~xiao~nian
许巍	xu~wei
许个	xu~ge
徐福记	xu~fu~ji
虚名	xu~ming
秀吧	xiu~ba
休息好	xiu~xi~hao
休恩爱	xiu~en~ai
兄	xiong
